"ID"|"Line"|"Link"|"Type"|"Message"|"Fixes"
01853|100|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01853.java#L100"",""Github"")"|argument|incompatible argument for parameter uri of setPath.|M:HttpServletRequest:getRequestURI()
01854|40|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01854.java#L40"",""Github"")"|argument|incompatible argument for parameter uri of setPath.|M:HttpServletRequest:getRequestURI()
01854|41|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01854.java#L41"",""Github"")"|argument|incompatible argument for parameter domain of setDomain.|M:URL:getHost()
01854|98|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01854.java#L98"",""Github"")"|argument|incompatible argument for parameter domain of setDomain.|M:URL:getHost()
01854|99|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01854.java#L99"",""Github"")"|argument|incompatible argument for parameter uri of setPath.|M:HttpServletRequest:getRequestURI()
01855|40|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01855.java#L40"",""Github"")"|argument|incompatible argument for parameter uri of setPath.|M:HttpServletRequest:getRequestURI()
01855|41|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01855.java#L41"",""Github"")"|argument|incompatible argument for parameter domain of setDomain.|M:URL:getHost()
01855|99|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01855.java#L99"",""Github"")"|argument|incompatible argument for parameter uri of setPath.|M:HttpServletRequest:getRequestURI()
01856|40|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01856.java#L40"",""Github"")"|argument|incompatible argument for parameter uri of setPath.|M:HttpServletRequest:getRequestURI()
01856|41|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01856.java#L41"",""Github"")"|argument|incompatible argument for parameter domain of setDomain.|M:URL:getHost()
01856|99|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01856.java#L99"",""Github"")"|argument|incompatible argument for parameter uri of setPath.|M:HttpServletRequest:getRequestURI()
01857|40|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01857.java#L40"",""Github"")"|argument|incompatible argument for parameter uri of setPath.|M:HttpServletRequest:getRequestURI()
01857|41|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01857.java#L41"",""Github"")"|argument|incompatible argument for parameter domain of setDomain.|M:URL:getHost()
01857|99|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01857.java#L99"",""Github"")"|argument|incompatible argument for parameter uri of setPath.|M:HttpServletRequest:getRequestURI()
01858|40|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01858.java#L40"",""Github"")"|argument|incompatible argument for parameter uri of setPath.|M:HttpServletRequest:getRequestURI()
01858|41|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01858.java#L41"",""Github"")"|argument|incompatible argument for parameter domain of setDomain.|M:URL:getHost()
01858|99|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01858.java#L99"",""Github"")"|argument|incompatible argument for parameter uri of setPath.|M:HttpServletRequest:getRequestURI()
01859|40|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01859.java#L40"",""Github"")"|argument|incompatible argument for parameter uri of setPath.|M:HttpServletRequest:getRequestURI()
01859|41|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01859.java#L41"",""Github"")"|argument|incompatible argument for parameter domain of setDomain.|M:URL:getHost()
01859|99|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01859.java#L99"",""Github"")"|argument|incompatible argument for parameter uri of setPath.|M:HttpServletRequest:getRequestURI()
01860|40|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01860.java#L40"",""Github"")"|argument|incompatible argument for parameter uri of setPath.|M:HttpServletRequest:getRequestURI()
01860|41|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01860.java#L41"",""Github"")"|argument|incompatible argument for parameter domain of setDomain.|M:URL:getHost()
01860|99|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01860.java#L99"",""Github"")"|argument|incompatible argument for parameter uri of setPath.|M:HttpServletRequest:getRequestURI()
01861|40|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01861.java#L40"",""Github"")"|argument|incompatible argument for parameter uri of setPath.|M:HttpServletRequest:getRequestURI()
01861|41|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01861.java#L41"",""Github"")"|argument|incompatible argument for parameter domain of setDomain.|M:URL:getHost()
01861|87|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01861.java#L87"",""Github"")"|argument|incompatible argument for parameter uri of setPath.|M:HttpServletRequest:getRequestURI()
01862|40|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01862.java#L40"",""Github"")"|argument|incompatible argument for parameter uri of setPath.|M:HttpServletRequest:getRequestURI()
01862|41|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01862.java#L41"",""Github"")"|argument|incompatible argument for parameter domain of setDomain.|M:URL:getHost()
01862|87|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01862.java#L87"",""Github"")"|argument|incompatible argument for parameter uri of setPath.|M:HttpServletRequest:getRequestURI()
01863|40|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01863.java#L40"",""Github"")"|argument|incompatible argument for parameter uri of setPath.|M:HttpServletRequest:getRequestURI()
01863|41|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01863.java#L41"",""Github"")"|argument|incompatible argument for parameter domain of setDomain.|M:URL:getHost()
01863|87|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01863.java#L87"",""Github"")"|argument|incompatible argument for parameter uri of setPath.|M:HttpServletRequest:getRequestURI()
01864|40|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01864.java#L40"",""Github"")"|argument|incompatible argument for parameter uri of setPath.|M:HttpServletRequest:getRequestURI()
01864|41|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01864.java#L41"",""Github"")"|argument|incompatible argument for parameter domain of setDomain.|M:URL:getHost()
01865|40|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01865.java#L40"",""Github"")"|argument|incompatible argument for parameter uri of setPath.|M:HttpServletRequest:getRequestURI()
01865|41|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01865.java#L41"",""Github"")"|argument|incompatible argument for parameter domain of setDomain.|M:URL:getHost()
01866|40|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01866.java#L40"",""Github"")"|argument|incompatible argument for parameter uri of setPath.|M:HttpServletRequest:getRequestURI()
01866|41|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01866.java#L41"",""Github"")"|argument|incompatible argument for parameter domain of setDomain.|M:URL:getHost()
01866|101|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01866.java#L101"",""Github"")"|argument|incompatible argument for parameter uri of setPath.|M:HttpServletRequest:getRequestURI()
01867|40|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01867.java#L40"",""Github"")"|argument|incompatible argument for parameter uri of setPath.|M:HttpServletRequest:getRequestURI()
01867|41|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01867.java#L41"",""Github"")"|argument|incompatible argument for parameter domain of setDomain.|M:URL:getHost()
01867|101|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01867.java#L101"",""Github"")"|argument|incompatible argument for parameter uri of setPath.|M:HttpServletRequest:getRequestURI()
01868|40|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01868.java#L40"",""Github"")"|argument|incompatible argument for parameter uri of setPath.|M:HttpServletRequest:getRequestURI()
01868|41|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01868.java#L41"",""Github"")"|argument|incompatible argument for parameter domain of setDomain.|M:URL:getHost()
01868|105|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01868.java#L105"",""Github"")"|argument|incompatible argument for parameter uri of setPath.|M:HttpServletRequest:getRequestURI()
01869|40|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01869.java#L40"",""Github"")"|argument|incompatible argument for parameter uri of setPath.|M:HttpServletRequest:getRequestURI()
01869|41|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01869.java#L41"",""Github"")"|argument|incompatible argument for parameter domain of setDomain.|M:URL:getHost()
01869|105|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01869.java#L105"",""Github"")"|argument|incompatible argument for parameter uri of setPath.|M:HttpServletRequest:getRequestURI()
01870|40|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01870.java#L40"",""Github"")"|argument|incompatible argument for parameter uri of setPath.|M:HttpServletRequest:getRequestURI()
01870|41|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01870.java#L41"",""Github"")"|argument|incompatible argument for parameter domain of setDomain.|M:URL:getHost()
01870|99|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01870.java#L99"",""Github"")"|argument|incompatible argument for parameter uri of setPath.|M:HttpServletRequest:getRequestURI()
01871|40|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01871.java#L40"",""Github"")"|argument|incompatible argument for parameter uri of setPath.|M:HttpServletRequest:getRequestURI()
01871|41|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01871.java#L41"",""Github"")"|argument|incompatible argument for parameter domain of setDomain.|M:URL:getHost()
01871|99|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01871.java#L99"",""Github"")"|argument|incompatible argument for parameter uri of setPath.|M:HttpServletRequest:getRequestURI()
01872|40|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01872.java#L40"",""Github"")"|argument|incompatible argument for parameter uri of setPath.|M:HttpServletRequest:getRequestURI()
01872|41|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01872.java#L41"",""Github"")"|argument|incompatible argument for parameter domain of setDomain.|M:URL:getHost()
01873|40|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01873.java#L40"",""Github"")"|argument|incompatible argument for parameter uri of setPath.|M:HttpServletRequest:getRequestURI()
01873|41|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01873.java#L41"",""Github"")"|argument|incompatible argument for parameter domain of setDomain.|M:URL:getHost()
01874|40|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01874.java#L40"",""Github"")"|argument|incompatible argument for parameter uri of setPath.|M:HttpServletRequest:getRequestURI()
01874|41|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01874.java#L41"",""Github"")"|argument|incompatible argument for parameter domain of setDomain.|M:URL:getHost()
01875|40|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01875.java#L40"",""Github"")"|argument|incompatible argument for parameter uri of setPath.|M:HttpServletRequest:getRequestURI()
01875|41|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01875.java#L41"",""Github"")"|argument|incompatible argument for parameter domain of setDomain.|M:URL:getHost()
01876|40|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01876.java#L40"",""Github"")"|argument|incompatible argument for parameter uri of setPath.|M:HttpServletRequest:getRequestURI()
01876|41|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01876.java#L41"",""Github"")"|argument|incompatible argument for parameter domain of setDomain.|M:URL:getHost()
01877|41|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01877.java#L41"",""Github"")"|argument|incompatible argument for parameter uri of setPath.|M:HttpServletRequest:getRequestURI()
01877|42|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01877.java#L42"",""Github"")"|argument|incompatible argument for parameter domain of setDomain.|M:URL:getHost()
01878|40|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01878.java#L40"",""Github"")"|argument|incompatible argument for parameter uri of setPath.|M:HttpServletRequest:getRequestURI()
01878|41|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01878.java#L41"",""Github"")"|argument|incompatible argument for parameter domain of setDomain.|M:URL:getHost()
01879|40|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01879.java#L40"",""Github"")"|argument|incompatible argument for parameter uri of setPath.|M:HttpServletRequest:getRequestURI()
01879|41|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01879.java#L41"",""Github"")"|argument|incompatible argument for parameter domain of setDomain.|M:URL:getHost()
01880|40|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01880.java#L40"",""Github"")"|argument|incompatible argument for parameter uri of setPath.|M:HttpServletRequest:getRequestURI()
01880|41|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01880.java#L41"",""Github"")"|argument|incompatible argument for parameter domain of setDomain.|M:URL:getHost()
01881|40|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01881.java#L40"",""Github"")"|argument|incompatible argument for parameter uri of setPath.|M:HttpServletRequest:getRequestURI()
01881|41|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01881.java#L41"",""Github"")"|argument|incompatible argument for parameter domain of setDomain.|M:URL:getHost()
01882|40|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01882.java#L40"",""Github"")"|argument|incompatible argument for parameter uri of setPath.|M:HttpServletRequest:getRequestURI()
01882|41|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01882.java#L41"",""Github"")"|argument|incompatible argument for parameter domain of setDomain.|M:URL:getHost()
01883|40|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01883.java#L40"",""Github"")"|argument|incompatible argument for parameter uri of setPath.|M:HttpServletRequest:getRequestURI()
01883|41|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01883.java#L41"",""Github"")"|argument|incompatible argument for parameter domain of setDomain.|M:URL:getHost()
01884|40|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01884.java#L40"",""Github"")"|argument|incompatible argument for parameter uri of setPath.|M:HttpServletRequest:getRequestURI()
01884|41|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01884.java#L41"",""Github"")"|argument|incompatible argument for parameter domain of setDomain.|M:URL:getHost()
01885|40|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01885.java#L40"",""Github"")"|argument|incompatible argument for parameter uri of setPath.|M:HttpServletRequest:getRequestURI()
01885|41|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01885.java#L41"",""Github"")"|argument|incompatible argument for parameter domain of setDomain.|M:URL:getHost()
01886|40|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01886.java#L40"",""Github"")"|argument|incompatible argument for parameter uri of setPath.|M:HttpServletRequest:getRequestURI()
01886|41|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01886.java#L41"",""Github"")"|argument|incompatible argument for parameter domain of setDomain.|M:URL:getHost()
01887|40|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01887.java#L40"",""Github"")"|argument|incompatible argument for parameter uri of setPath.|M:HttpServletRequest:getRequestURI()
01887|41|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01887.java#L41"",""Github"")"|argument|incompatible argument for parameter domain of setDomain.|M:URL:getHost()
01888|40|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01888.java#L40"",""Github"")"|argument|incompatible argument for parameter uri of setPath.|M:HttpServletRequest:getRequestURI()
01888|41|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01888.java#L41"",""Github"")"|argument|incompatible argument for parameter domain of setDomain.|M:URL:getHost()
01889|40|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01889.java#L40"",""Github"")"|argument|incompatible argument for parameter uri of setPath.|M:HttpServletRequest:getRequestURI()
01889|41|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01889.java#L41"",""Github"")"|argument|incompatible argument for parameter domain of setDomain.|M:URL:getHost()
